Round_name,Run_id,Version,Total_timespan,Total_travel_time,Average_travel_Time,Max_Travel_time,Total_#_cars,#_finished,Deadline Misses,Deadline_overTime,Time,Teleport_Jam,Teleport_Yield,Teleport_Wrong_Lane,#_Collisions,#Emergency_stops
Random_English.net.xml-test_R-1-Iteration-16,duaIterate,Meso-DUE.9.5,1350.00,174519.0,174.519,531.0,1000,1000.0,0,0,51.478901863098145,0,0,0,0,0
Random_English.net.xml-test_R-1-Iteration-17,duaIterate,Meso-DUE.9.5,1350.00,174519.0,174.519,531.0,1000,1000.0,0,0,51.478901863098145,0,0,0,0,0
Random_English.net.xml-test_R-1-Iteration-18,duaIterate,Meso-DUE.9.5,1350.00,174519.0,174.519,531.0,1000,1000.0,0,0,51.478901863098145,0,0,0,0,0
Random_English.net.xml-test_R-1-Iteration-19,duaIterate,Meso-DUE.9.5,1350.00,174519.0,174.519,531.0,1000,1000.0,0,0,51.478901863098145,0,0,0,0,0
Random_English.net.xml-test_R-1-Iteration-20,duaIterate,Meso-DUE.9.5,1350.00,174519.0,174.519,531.0,1000,1000.0,0,0,51.478901863098145,0,0,0,0,0
Random_English.net.xml-test_R-1-Iteration-21,duaIterate,Meso-DUE.9.5,1350.00,174519.0,174.519,531.0,1000,1000.0,0,0,51.478901863098145,0,0,0,0,0
Random_English.net.xml-test_R-1-Iteration-22,duaIterate,Meso-DUE.9.5,1350.00,174519.0,174.519,531.0,1000,1000.0,0,0,51.478901863098145,0,0,0,0,0
Random_English.net.xml-test_R-1-Iteration-23,duaIterate,Meso-DUE.9.5,1350.00,174519.0,174.519,531.0,1000,1000.0,0,0,51.478901863098145,0,0,0,0,0
Random_English.net.xml-test_R-1-Iteration-24,duaIterate,Meso-DUE.9.5,1350.00,174519.0,174.519,531.0,1000,1000.0,0,0,51.478901863098145,0,0,0,0,0
Random_English.net.xml-test_R-1-Iteration-25,duaIterate,Meso-DUE.9.5,1350.00,174519.0,174.519,531.0,1000,1000.0,0,0,51.478901863098145,0,0,0,0,0
Random_English.net.xml-test_R-1-Iteration-26,duaIterate,Meso-DUE.9.5,1350.00,174519.0,174.519,531.0,1000,1000.0,0,0,51.478901863098145,0,0,0,0,0
